productName,variationName,variationSku,variationPrice,productId,variationId,status,message
Mother's Day Puppy Pack Sticker,,JH240-S33,500,2EGGASZBGR32UHM5SEYNLIBC,I3L2WYUSISO77BUILHCQA7SG,OK,Item successfully created.
Mother's day Penguin Sticker,,JH240-S34,500,JTRWR4DBMTZ3XW4XXI73ANGK,LXH3CDSLBUMDLVSZLOWZKPFG,OK,Item successfully created.
