productName,variationName,variationSku,variationPrice,productId,variationId,status,message
Sea Otter Hug Sticker,,JH240-S07,500,VKQA5LT4BCU4M5GRGKO6E3OG,B2NYKSDRWO7MRH5K3RDBFPP4,OK,Item successfully created.
Panda Hug Sticker,,JH240-S08,500,OWFMFYOLFKNN6YP7OCGM7C3T,GIZ5Z6S6ANX5XP2W4J46GO7Y,OK,Item successfully created.
