productName,variationName,variationSku,variationPrice,productId,variationId,status,message
Koala Hug Sticker,,JH240-S09,500,US3IFWR6P5RON3B6FUFFA7NP,WNBTBGQZWOKO5LS67PZSEQVX,OK,Item successfully created.
Penguin Hug Sticker,,JH240-S10,500,UG4XB4KJO4DGVY26KMEHH2TO,DRTP3QPRZDEQNZTBQCE3BGWF,OK,Item successfully created.
