productName,variationName,variationSku,variationPrice,productId,variationId,status,message
Sheep Hug Sticker,,JH240-S05,500,TRTUV5IRMMVVHSWZQ7OKLK6I,QXZYGFBKOCTXF2KUDP5M3BNY,OK,Item successfully created.
Puppy Hug Sticker,,JH240-S06,500,GNMNFZKIWO3CQDMU2CDCMWGX,2WGBFTARD4Q5WW37RRSAL4N6,OK,Item successfully created.
